underwrittencoverid,policyid,transactionmonth,isvatregistered,citizenship,legaltype,title,language,bank,accounttype,maritalstatus,gender,country,province,postalcode,maincrestazone,subcrestazone,itemtype,mmcode,vehicletype,registrationyear,make,model,cylinders,cubiccapacity,kilowatts,bodytype,numberofdoors,vehicleintrodate,customvalueestimate,alarmimmobiliser,trackingdevice,capitaloutstanding,newvehicle,writtenoff,rebuilt,converted,crossborder,numberofvehiclesinfleet,suminsured,termfrequency,calculatedpremiumperterm,excessselected,covercategory,covertype,covergroup,section,product,statutoryclass,statutoryrisktype,totalpremium,totalclaims,margin
87436,7194,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,21.929824561403
239151,17614,2015-08-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4000,Natal (Durban),Durban,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,500000.0,Monthly,336.057,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,294.786842105263,0.0,294.786842105263
239870,18860,2015-08-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,84,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,247700.0,Yes,Yes,247700.0,More than 6 months,No,No,No,No,,5000.0,Monthly,4.7592,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.174736842105,0.0,4.174736842105
121999,8268,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4037,Natal (Durban),Durban,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,259000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.7021,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.370263157894,0.0,2.370263157894
74648,6227,2014-12-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,5000,"Tembu 2, Cape Mid 2, Cape Mid West, Tembu 1",Tembu 1,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.5296,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.218947368421,0.0,2.218947368421
2442,283,2014-05-01,False,  ,Close Corporation,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4093,Natal (Durban),Durban,Mobility - Motor,64082441.0,Medium Commercial,1970-01-01 00:00:00.000002013,VOLKSWAGEN,CRAFTER 50 2.0 BiTDi HR120KW XLWB F/C P/V,4.0,1968.0,120.0,P/V,5.0,2012-01-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,4.0508,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,3.553333333333,0.0,3.553333333333
146407,12896,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4110,Natal,South Coast,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,5000.0,Monthly,5.6833,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.985350877192,0.0,4.985350877192
128549,10545,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4037,Natal (Durban),Durban,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,340000.0,Yes,Yes,340000.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,2.9997,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.631315789473,0.0,2.631315789473
135101,7381,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4056,Natal (Durban),Durban,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,285700.0,More than 6 months,No,No,No,No,,500000.0,Monthly,420.0247,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,368.442719298246,0.0,368.442719298246
32465,2417,2014-09-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,22850150.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,GOLDEN JOURNEY,MAKOYA 2.4i 16S,4.0,2438.0,102.0,B/S,4.0,2011-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,0.01,Monthly,18.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,15.78947368421,0.0,15.78947368421
253531,21185,2015-06-01,False,  ,Individual,Miss,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4091,Natal (Durban),Durban,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,296200.0,Yes,Yes,296200.0,More than 6 months,No,No,No,No,,7500.0,Monthly,8.5163,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.470438596491,0.0,7.470438596491
239644,2271,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,337400.0,Monthly,793.4566,Mobility - Taxi with value more than R100 000 - R5 000 (April),Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,696.014561403509,0.0,696.014561403509
148359,13227,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4052,Natal (Durban),Durban,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,248000.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.6617,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.334824561403,0.0,2.334824561403
137314,11806,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,190,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,135800.0,Monthly,606.26,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,531.80701754386,0.0,531.80701754386
199604,8203,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,6500,"Langkloof, Coast 2, Coast 1",Langkloof,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,270000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,100000.0,Monthly,50.0,No excess,Accidental Death,Accidental Death,Accidental Death,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,43.859649122807,0.0,43.859649122807
140797,7360,2015-03-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3630,Natal,Natal 3,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,0.0,74.561403508771
151989,13832,2015-04-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7455,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,282100.0,Yes,Yes,282100.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.518,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.594736842105,0.0,6.594736842105
180767,15557,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,North West,472,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,190550.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,1.5893,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.394122807017,0.0,1.394122807017
195117,6248,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7750,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.3661,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.075526315789,0.0,2.075526315789
239035,20902,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4137,Natal,South Coast,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,500000.0,Monthly,382.2224,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,335.282807017544,0.0,335.282807017544
195046,17353,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1818,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,11510120.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,CMC,AMANDLA 2.2,4.0,2237.0,76.0,B/S,4.0,2008-04-01,220000.0,Yes,Yes,220000.0,More than 6 months,No,No,No,No,,7500.0,Monthly,110.0,No excess,Basic Excess Waiver (2015),Basic Excess Waiver,Basic Excess Waiver,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,96.491228070175,0.0,96.491228070175
47083,4166,2014-12-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7501,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60056925.0,Passenger Vehicle,1970-01-01 00:00:00.000002005,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,1992-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000.0,Monthly,2.3415,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.053947368421,0.0,2.053947368421
140820,7360,2015-01-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3630,Natal,Natal 3,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,2.974,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.608771929824,0.0,2.608771929824
237227,20721,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1754,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002015,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,340000.0,More than 6 months,No,No,No,No,,340000.0,Monthly,283.3322,No excess,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,248.53701754386,0.0,248.53701754386
155609,13757,2015-04-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Northern Cape,8599,Cape Province,Vaalhartz,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,244200.0,Yes,Yes,244200.0,More than 6 months,No,No,No,No,,5000.0,Monthly,3.7253,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,3.267807017543,0.0,3.267807017543
196100,13448,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1496,Rand East,Rand East,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,282100.0,More than 6 months,No,No,No,No,,500000.0,Monthly,319.5138,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,280.275263157895,0.0,280.275263157895
223525,20265,2015-04-01,False,  ,Individual,Miss,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2091,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,270600.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.4638,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.161228070175,0.0,2.161228070175
153960,12284,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,186,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,26550000.0,Yes,Yes,264500.0,More than 6 months,No,No,No,No,,5000.0,Monthly,4.89,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.28947368421,0.0,4.28947368421
179288,15542,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,349300.0,More than 6 months,No,No,No,No,,7500.0,Monthly,8.2587,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.24447368421,0.0,7.24447368421
252913,20406,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7490,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,231000.0,Yes,Yes,231000.0,More than 6 months,No,No,No,No,,500000.0,Monthly,347.7379,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,305.033245614035,0.0,305.033245614035
129482,10988,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2,Transvaal (Pretoria),Pretoria,Mobility - Motor,60027370.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,COROLLA 1.3 PROFESSIONAL,4.0,1330.0,74.0,S/D,4.0,2009-03-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,2.806,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,2.461403508771,0.0,2.461403508771
109220,8366,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2094,Johannesburg,Johannesburg,Mobility - Motor,4042151.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,AUDI,A4 1.8T S AVANT MULTITRONIC,4.0,1798.0,125.0,S/W,5.0,2012-03-01,273000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,1.6638,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.45947368421,0.0,1.45947368421
136934,5200,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,1458,Rand East,Rand East,Mobility - Motor,47048275.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,NISSAN/DATSUN                      ,NV350 2.5 16 SEAT IMPENDULO,4.0,2488.0,108.0,B/S,4.0,2014-02-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,21.929824561403
121993,8268,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4037,Natal (Durban),Durban,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,259000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,8.1063,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.110789473684,0.0,7.110789473684
213415,19257,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1868,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,300000.0,More than 6 months,No,No,No,No,,300000.0,Monthly,968.4173,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,849.488859649123,0.0,849.488859649123
143724,12654,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Eastern Cape,5247,East London,East London,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,349300.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000.0,Monthly,5.5057,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.829561403508,0.0,4.829561403508
118204,8536,2014-12-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056987.0,Passenger Vehicle,1970-01-01 00:00:00.000002007,TOYOTA,HiACE SIYAYA,4.0,2237.0,75.0,B/S,4.0,2001-08-01,80000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,80000.0,Monthly,433.9943,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,380.696754385965,0.0,380.696754385965
85613,6841,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000.0,Monthly,4.7761,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.189561403508,0.0,4.189561403508
15504,433,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,162,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,234600.0,More than 6 months,No,No,No,No,,234600.0,Monthly,390.1953,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,342.276578947368,0.0,342.276578947368
181808,6291,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,400,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,11511100.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,CMC,SESBUYILE 2.4i 16 SEAT,4.0,2398.0,102.0,B/S,4.0,2009-12-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,500000.0,Monthly,238.8057,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,209.478684210526,0.0,209.478684210526
134068,7522,2015-07-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3610,Natal,Natal 3,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,Yes,136900.0,More than 6 months,No,No,No,No,,5000.0,Monthly,4.1978,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,3.682280701754,0.0,3.682280701754
152486,13907,2015-03-01,False,  ,Individual,Miss,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1709,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,280000.0,More than 6 months,No,No,No,No,,280000.0,Monthly,857.1262,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,751.865087719298,0.0,751.865087719298
